================================================================================
ENCRYPTED FIRMWARE DEEP ANALYSIS
Learning secrets from encrypted code WITHOUT decryption
================================================================================

================================================================================
SECTION 1: FIRMWARE STRUCTURE MAP
================================================================================

Even though the code is encrypted, the FIRMWARE STRUCTURE reveals
what ME does. Different modules have different encryption patterns
because they encrypt at different times with different IVs.

Offset   Size     Entropy  0x00%   0xFF%   Type                 Region
0x36EC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x36F000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x36F400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x36F800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x36FC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x370000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x370400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x370800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x370C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x371000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x371400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x371800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x371C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x372000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x372400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x372800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x372C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x373000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x373400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x373800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x373C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x374000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x374400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x374800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x374C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x375000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x375400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x375800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x375C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x376000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x376400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x376800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x376C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x377000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x377400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x377800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x377C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x378000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x378400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x378800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x378C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x379000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x379400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x379800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x379C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x37A000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x37A400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x37A800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x37AC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x37B000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x37B400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x37B800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x37BC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x37C000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x37C400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x37C800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x37CC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x37D000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x37D400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x37D800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x37DC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x37E000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x37E400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x37E800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x37EC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x37F000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x37F400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x37F800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x37FC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x380000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x380400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x380800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x380C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x381000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x381400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x381800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x381C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x382000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x382400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x382800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x382C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x383000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x383400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x383800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x383C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x384000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x384400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x384800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x384C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x385000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x385400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x385800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x385C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x386000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x386400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x386800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x386C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x387000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x387400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x387800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x387C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x388000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x388400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x388800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x388C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x389000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x389400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x389800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x389C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x38A000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x38A400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x38A800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x38AC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x38B000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x38B400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x38B800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x38BC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x38C000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x38C400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x38C800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x38CC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x38D000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x38D400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x38D800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x38DC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x38E000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x38E400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x38E800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x38EC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x38F000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x38F400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x38F800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x38FC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x390000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x390400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x390800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x390C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x391000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x391400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x391800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x391C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x392000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x392400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x392800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x392C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x393000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x393400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x393800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x393C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x394000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x394400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x394800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x394C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x395000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x395400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x395800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x395C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x396000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x396400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x396800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x396C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x397000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x397400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x397800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x397C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x398000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x398400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x398800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x398C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x399000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x399400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x399800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x399C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x39A000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x39A400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x39A800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x39AC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x39B000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x39B400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x39B800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x39BC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x39C000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x39C400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x39C800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x39CC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x39D000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x39D400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x39D800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x39DC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x39E000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x39E400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x39E800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x39EC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x39F000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x39F400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x39F800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x39FC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3A0000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3A0400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3A0800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3A0C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3A1000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3A1400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3A1800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3A1C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3A2000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3A2400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3A2800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3A2C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3A3000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3A3400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3A3800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3A3C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3A4000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3A4400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3A4800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3A4C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3A5000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3A5400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3A5800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3A5C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3A6000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3A6400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3A6800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3A6C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3A7000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3A7400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3A7800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3A7C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3A8000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3A8400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3A8800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3A8C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3A9000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3A9400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3A9800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3A9C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3AA000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3AA400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3AA800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3AAC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3AB000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3AB400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3AB800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3ABC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3AC000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3AC400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3AC800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3ACC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3AD000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3AD400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3AD800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3ADC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3AE000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3AE400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3AE800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3AEC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3AF000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3AF400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3AF800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3AFC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3B0000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3B0400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3B0800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3B0C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3B1000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3B1400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3B1800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3B1C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3B2000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3B2400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3B2800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3B2C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3B3000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3B3400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3B3800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3B3C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3B4000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3B4400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3B4800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3B4C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3B5000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3B5400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3B5800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3B5C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3B6000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3B6400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3B6800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3B6C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3B7000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3B7400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3B7800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3B7C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3B8000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3B8400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3B8800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3B8C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3B9000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3B9400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3B9800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3B9C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3BA000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3BA400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3BA800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3BAC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3BB000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3BB400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3BB800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3BBC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3BC000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3BC400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3BC800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3BCC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3BD000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3BD400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3BD800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3BDC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3BE000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3BE400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3BE800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3BEC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3BF000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3BF400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3BF800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3BFC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3C0000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3C0400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3C0800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3C0C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3C1000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3C1400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3C1800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3C1C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3C2000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3C2400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3C2800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3C2C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3C3000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3C3400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3C3800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3C3C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3C4000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3C4400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3C4800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3C4C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3C5000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3C5400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3C5800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3C5C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3C6000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3C6400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3C6800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3C6C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3C7000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3C7400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3C7800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3C7C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3C8000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x3C8400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
